street_name,class
Rua Fidel Zancheta,Personalidade Histórica
Avenida Senador Teotônio Brandão Vilela,Personalidade Histórica
Rua Catiguá,Coisa
Rua Guabiju,Nome de Cidade/UF
Rua Curió,Coisa
Rua Murta,Coisa
Rua Tangará,Coisa
Rua Quinze de Maio,Rua sem nome
Rua Doze de Outubro,Rua sem nome
Rua Ligustro,Coisa
Rua Estrela,Nome de Cidade/UF
Beco da Figueira,Rua sem nome
Travessa da Ponte,Personalidade Histórica
Rua Quiri,Coisa
Alameda do Luís,Personalidade Histórica
Rua Cedro,Coisa
Rua Anjico,Coisa
Rua Cabreúva,Coisa
Travessa São Gabriel,Nome de Cidade/UF
Rua Rogério da Silva Oliveira,Personalidade Histórica
Alameda do Ávila,Personalidade Histórica
Rua Mangueira,Coisa
Travessa Pinho,Coisa
Rua Eucaliptos,Coisa
Travessa Santos,Figura Religiosa
Rua das Hortencias,Personalidade Histórica
Rua Ângelo Rocha,Personalidade Histórica
Rua Ema Borges dos Santos,Figura Religiosa
Praça Doutor Gastão Santos,Profissão
Rua Palmito,Coisa
Rua José Fidêncio Maia,Personalidade Histórica
Rua Generino Manoel dos Santos,Figura Religiosa
Travessa Berlin,Coisa
Travessa Bittencourt,Coisa
Rua Rubens Oliveira,Personalidade Histórica
Avenida Jorge Benjamin Eckert,Personalidade Histórica
Rua Ronaldo Malins de Quadros,Personalidade Histórica
Avenida Antônio Ronna,Personalidade Histórica
Avenida Celestino Bertolucci,Personalidade Histórica
Rua Firmino Octávio Bimbi,Personalidade Histórica
Rua Adriano Carvalho dos Santos,Figura Religiosa
Rua Bernardino Freitas,Figura Religiosa
Rua Florencia da Silveira,Personalidade Histórica
Rua Florencio R da Silveira,Personalidade Histórica
Rua Holmerindo Vieira Aguiar,Personalidade Histórica
Rua Possidônio Borges dos Santos,Figura Religiosa
Rua Vereador Mário Rosa,Personalidade Histórica
Rua Vereador Osvaldo Corrêa,Personalidade Histórica
Rua José Antônio Rodrigues,Personalidade Histórica
Rua Ana Lui,Personalidade Histórica
Rua João Oscar de Oliveira,Personalidade Histórica
Rua Firmino José Teixeira,Personalidade Histórica
Rua Dona Isaura,Personalidade Histórica
Rua José Alves Pereira,Personalidade Histórica
Rua Darci José Pacheco,Personalidade Histórica
Rua Carlos Souza Feijó,Personalidade Histórica
Rua José Raul da Fonseca,Personalidade Histórica
Rua 2118,Rua sem nome
Rua Lete,Coisa
Alameda Adão Gonçalves,Personalidade Histórica
Beco do Pontilhao,Rua sem nome
Rua Adao Gonçalves,Personalidade Histórica
Rua Cristiano J. Nascimento,Personalidade Histórica
Estrada José Antônio do Nascimento,Personalidade Histórica
Rua da Praça,Personalidade Histórica
Estrada Senador Nei Brito,Personalidade Histórica
Travessa Gregorio,Coisa
Estrada Senador Ney Brito,Personalidade Histórica
Estrada José Zingano,Personalidade Histórica
Rua Canjerona,Coisa
Rua Estremosa,Coisa
Rua Bacopari,Coisa
Rua Álamo,Coisa
Avenida Carvalho,Coisa
Rua Batinga,Coisa
Rua Timbo,Coisa
Rua Ardeira,Coisa
Rua Alecrim,Nome de Cidade/UF
Rua Amoreira,Coisa
Rua Acacia,Coisa
Rua Araticu,Coisa
Rua Abacateiro,Coisa
Rua dos Plátanos,Personalidade Histórica
Rua Capitão Garibaldi Pinto dos Santos,Exército
Rua Salseiro,Coisa
Rua Ingá,Coisa
Rua Padre Geremias,Figura Religiosa
Rua Maria de Medeiros,Personalidade Histórica
Rua Beno Niderauer,Personalidade Histórica
Rua Inácio Tiele,Personalidade Histórica
Rua Alcides Mendes,Personalidade Histórica
Rua Nélson Teichmann,Personalidade Histórica
Rua 2004,Rua sem nome
Rua Doutor Nilo Peçanha,Profissão
Rua Manoel Moura,Personalidade Histórica
Rua Olavo Freitas,Figura Religiosa
Rua Carlos Fraga,Personalidade Histórica
Rua Moisés Santos,Figura Religiosa
Rua Antônio Dias,Personalidade Histórica
Rua José Ladislau de Oliveira,Personalidade Histórica
Rua Silvério Leopoldo,Personalidade Histórica
Travessa Pompilho Fialho,Personalidade Histórica
Rua Querência do Norte,Personalidade Histórica
Rua 6 de Maio,Feriado
Rua Vereador José Stuart da Silva,Personalidade Histórica
Rua Luís Antônio Dias,Personalidade Histórica
Rua Maurício Sirotsky Sobrinho,Personalidade Histórica
Rua Major Antônio Silveira de Lima,Personalidade Histórica
Rua Chapadão,Coisa
Rua Frederico Augusto Ritter,Personalidade Histórica
Rua Vereador Inocêncio,Personalidade Histórica
Avenida Mário Tavares Haussen,Personalidade Histórica
Rua José Fábio Silveira,Personalidade Histórica
Rua Artur Emílio Ozzio,Personalidade Histórica
Rua Vereador Ivo Pereira,Personalidade Histórica
Rua Vitino Zucatti,Personalidade Histórica
Travessa Jerônimo Manoel da Silva,Personalidade Histórica
Beco 3 Estrada das Furnas,Rua sem nome
Beco 4 Estrada das Furnas,Rua sem nome
Rua Flor de Maio,Personalidade Histórica
Alameda A,Rua sem nome
Rua Flor do Campo,Personalidade Histórica
Rua Flor de Pessegueiro,Personalidade Histórica
Rua Cerrito,Nome de Cidade/UF
Rua Francisco Mendes Sobrinho,Personalidade Histórica
Rua Cícero Marquês,Personalidade Histórica
Rua Antônio Jacob Renner,Personalidade Histórica
Rua Pedro Mulmann,Personalidade Histórica
Rua José Loureiro da Silva,Personalidade Histórica
Rua Paulo Sbardeloto,Personalidade Histórica
Rua Geni da Silva,Personalidade Histórica
Rua Arminda Lombardo,Personalidade Histórica
Rua Luís Pasteur,Personalidade Histórica
Rua Jaci Nunes da Silva,Personalidade Histórica
Rua Augusto Corrêa Freitas,Figura Religiosa
Rua Alvarenga Peixoto,Personalidade Histórica
Rua Bruno Carlos Müller,Personalidade Histórica
Rua Francisco Antônio,Personalidade Histórica
Rua Joana Ramos,Personalidade Histórica
Rua Lídio Batista Soares,Personalidade Histórica
Travessa Manoel Pereira Pinto,Personalidade Histórica
Avenida Clemente Cifali,Personalidade Histórica
Rua Emílio José Martins,Personalidade Histórica
Rua do Abrigo,Personalidade Histórica
Rua Irmãos Veiga,Personalidade Histórica
Travessa Romã,Coisa
Beco São Luiz,Figura Religiosa
Rua Pio XII,Personalidade Histórica
Rua 16 de Fevereiro,Feriado
Beco Coqueiro,Rua sem nome
Rua São Cristóvão,Figura Religiosa
Rua Fundos da Capela,Personalidade Histórica
Rua João Francisco da Silva,Personalidade Histórica
Rua Telmo Silveira Dorneles,Personalidade Histórica
Rua Januário Nunes,Personalidade Histórica
Avenida Monte Carlo,Personalidade Histórica
Rua Ernesto Frield,Personalidade Histórica
Rua Joao A. P. de Moraes,Personalidade Histórica
Travessa Palmeira,Coisa
Travessa Ponta Porã,Personalidade Histórica
Rua Park Plaza,Personalidade Histórica
Alameda Servidão Amizade,Personalidade Histórica
Rua Fernando Noronha,Personalidade Histórica
Rua Orleans,Coisa
Rua Tubarão,Coisa
Alameda Serafim,Coisa
Travessa Campo Grande,Personalidade Histórica
Rua Antônio Pereira Nunes,Personalidade Histórica
Beco Serafim,Rua sem nome
Travessa Sergipe,Nome de Cidade/UF
Rua 25 de Fevereiro,Feriado
Rua Agudo,Nome de Cidade/UF
Rua Hungria,Coisa
Estrada dos Caetanos,Personalidade Histórica
Rua Regência,Coisa
Rua Marquesa de Santos,Figura Religiosa
Rua Imperador,Coisa
Rua Kaufman,Coisa
Rua Javali,Coisa
Rua Tamanduá,Coisa
Travessa Marechal Hermes da Fonseca,Exército
Travessa Piratini,Nome de Cidade/UF
Rua Doutor Epitácio Pessoa,Profissão
Rua Nereu Ramos,Personalidade Histórica
Travessa Café Filho,Personalidade Histórica
Rua Doutor Décio Martins Costa,Profissão
Avenida Enida João Batista Soares da Silveira e Souza,Personalidade Histórica
Avenida João Batista Soares da Silveira e Souza,Personalidade Histórica
Travessa Salvador Canelas Sobrinho,Nome de Cidade/UF
Rua Arlindo Ferreira Soares,Personalidade Histórica
Rua Clóvis Velho,Personalidade Histórica
Rua Nicolau Rosa,Personalidade Histórica
Travessa Elias Garcia dos Santos,Figura Religiosa
Rua Eulina Rosa Silveira Martins,Nome de Cidade/UF
Rua Rui Rosa,Personalidade Histórica
Rua Ernesto Dorneles,Personalidade Histórica
Rua Imbuí,Coisa
Rua General João Alfredo,Exército
Travessa Araci,Coisa
Beco Gerdau,Rua sem nome
Beco Heine Renner,Rua sem nome
Rua José Alfredo Becke,Personalidade Histórica
Alameda Luís Schergl,Personalidade Histórica
Rua Governador Mém de Sá,Personalidade Histórica
Rua Santa Bárbara,Figura Religiosa
Travessa São Roque,Figura Religiosa
Rua Valter Jobim,Personalidade Histórica
Rua Independência,Nome de Cidade/UF
Rua Capão Roxo,Personalidade Histórica
Rua Emílio Inácio dos Santos,Figura Religiosa
Rua Alzira Batista Young,Personalidade Histórica
Rua José de Medeiros,Personalidade Histórica
Rua Timóteo Antônio de Souza,Personalidade Histórica
Rua João Dias,Personalidade Histórica
Rua Pirâmide,Coisa
Passagem Subterrânea Dom Cláudio Colling,Personalidade Histórica
Beco Bororo,Rua sem nome
Rua Alabama,Coisa
Rua Michigan,Coisa
Rua Denver,Coisa
Rua Nebraska,Coisa
Rua Novo México,Personalidade Histórica
Rua Pensilvânia,Coisa
Rua dos Pessegueiros,Personalidade Histórica
Rua dos Papagaios,Figura Religiosa
Rua dos Pavões,Personalidade Histórica
Rua das Avencas,Personalidade Histórica
Rua das Begônias,Personalidade Histórica
Rua dos Tucanos,Personalidade Histórica
Rua dos Miosótis,Personalidade Histórica
Rua das Tulipas,Personalidade Histórica
Rua das Alfazemas,Personalidade Histórica
Rua das Palmas,Personalidade Histórica
Rua dos Crisântemos,Personalidade Histórica
Rua dos Ibiscos,Personalidade Histórica
Rua das Alamandas,Personalidade Histórica
Rua das Samambaias,Personalidade Histórica
Rua dos Carvalhos,Personalidade Histórica
Rua das Pitangueiras,Personalidade Histórica
Rua Nossa Senhora da Luz,Personalidade Histórica
Rua João Paulo I,Personalidade Histórica
Rua dos Montadores,Personalidade Histórica
Rua Santos Dias da Silva,Figura Religiosa
Rua Jesus Operário,Personalidade Histórica
Rua Perpétuo Socorro dos Operários,Personalidade Histórica
Rua dos Professores,Profissão
Rua das Costureiras,Personalidade Histórica
Rua dos Metalúrgicos,Personalidade Histórica
Rua dos Pedreiros,Personalidade Histórica
Rua Rio Botuí,Personalidade Histórica
Rua Rio Gravataí,Nome de Cidade/UF
Rua Marta Pugin,Personalidade Histórica
Rua Ada Rogato,Personalidade Histórica
Rua Deoclécio Rodrigues,Personalidade Histórica
Rua São Luiz do Maranhão,Nome de Cidade/UF
Rua da Cruz,Personalidade Histórica
Rua Sacramento,Coisa
Rua 2087,Rua sem nome
Praça Paulo Renato Crochemore,Personalidade Histórica
Rua Selaimen,Coisa
Rua Professor Clóvis Duarte,Profissão
Avenida Doutor Telmo Kruse,Profissão
Rua Abraham Isdra,Personalidade Histórica
Rua Ivar Piazzeta,Personalidade Histórica
Rua Salgueiro,Coisa
Travessa Rio Grande,Nome de Cidade/UF
Rua Lindolfo Vagner,Personalidade Histórica
Rua Águas Brancas,Personalidade Histórica
Avenida Bromélias,Coisa
Rua Boca de Leão,Personalidade Histórica
Rua dos Lisiantos,Personalidade Histórica
Rua das Magnólias,Personalidade Histórica
Rua das Gérberas,Personalidade Histórica
Rua das Gardênias,Personalidade Histórica
Rua Brinco da Princesa,Personalidade Histórica
Avenida das Azaléias,Personalidade Histórica
Rua Manoel V. Nunes,Personalidade Histórica
Rua José Rodrigues de Souza,Personalidade Histórica
Rua Odil Silva de Oliveira,Personalidade Histórica
Rua Augusto Lourenço Martins,Personalidade Histórica
Rua Alameda 2,Rua sem nome
Rua Alameda 1,Rua sem nome
Rua João Marquês,Personalidade Histórica
Rua Santa Sofia,Figura Religiosa
Rua Santo Isidoro,Figura Religiosa
Rua Manacás,Coisa
Rua Ilha Bela,Personalidade Histórica
Rua Carnaúba,Coisa
Rua Resedá,Coisa
Rua Gardênia,Coisa
Rua Bambus,Coisa
Rua Pingos de Ouro,Personalidade Histórica
Rua Taurus,Coisa
Rua Estônia,Coisa
Rua Jardim Atlântico,Personalidade Histórica
Rua das Oliveiras,Personalidade Histórica
Beco Luís Pereira de Souza,Rua sem nome
Rua Jabuticabas,Coisa
Rua Bananeiras,Coisa
Beco Quadra 3 B,Rua sem nome
Beco Quadra 3 A,Rua sem nome
Beco da Rua H,Rua sem nome
Rua Dona Castorina Lima da Silveira,Personalidade Histórica
Rua Santa Madalena,Figura Religiosa
Rua Santa Matilde,Figura Religiosa
Rua Santa Marta,Figura Religiosa
Rua Santa Verônica,Figura Religiosa
Rua Santa Raquel,Figura Religiosa
Rua Nossa Senhora da Candelária,Nome de Cidade/UF
Rua Wilson Brum da Silva,Personalidade Histórica
Beco Quadra 11 A,Rua sem nome
Beco Quadra 11 B,Rua sem nome
Rua PQ12,Coisa
Travessa do Andreazza,Personalidade Histórica
Rua Candido Marconato,Personalidade Histórica
Rua Pedro dos Santos,Figura Religiosa
Rua Roberto Szupszynsk,Personalidade Histórica
Rua 37B,Rua sem nome
Rua 40C,Rua sem nome
Rua 40A,Rua sem nome
Rua 36C,Rua sem nome
Rua 35C,Rua sem nome
Rua La Paz,Personalidade Histórica
Rua Harmonia,Nome de Cidade/UF
Rua HH,Rua sem nome
Rua AA,Rua sem nome
Rua FF,Rua sem nome
Rua EE,Rua sem nome
Rua BB,Rua sem nome
Rua CC,Rua sem nome
Rua JJ,Rua sem nome
Rua DD,Rua sem nome
Rua dos Santos,Figura Religiosa
Rua A. L. Costa,Personalidade Histórica
Rua Vieira Lopes,Personalidade Histórica
Rua GG,Rua sem nome
Travessa W2,Rua sem nome
Travessa Z2,Rua sem nome
Rua Flávio Kuka,Personalidade Histórica
Rua Maraian,Coisa
Rua Bilbao,Coisa
Rua Milão,Coisa
Rua da Fazenda,Personalidade Histórica
Rua 120C,Rua sem nome
Rua 113,Rua sem nome
Rua 116A,Rua sem nome
Rua 117A,Rua sem nome
Rua 118A,Rua sem nome
Rua 120A,Rua sem nome
Rua 121A,Rua sem nome
Rua 122A,Rua sem nome
Rua Hamilto César do Amaral,Personalidade Histórica
Rua Bibiano Moraes,Personalidade Histórica
Rua Cento e Um A,Personalidade Histórica
Rua 100A,Rua sem nome
Rua 72,Rua sem nome
Rua 76A,Rua sem nome
Alameda 4A,Rua sem nome
Rua 99B,Rua sem nome
Rua 95A,Rua sem nome
Rua 95,Rua sem nome
Rua 97,Rua sem nome
Rua 93B,Rua sem nome
Rua 94,Rua sem nome
Rua 96,Rua sem nome
Rua 92A,Rua sem nome
Rua 91,Rua sem nome
Rua 90,Rua sem nome
Rua 92,Rua sem nome
Rua 75A,Rua sem nome
Rua 76C,Rua sem nome
Rua 71A,Rua sem nome
Rua 74B,Rua sem nome
Rua 73A,Rua sem nome
Rua 73,Rua sem nome
Rua Gerson Malheiro Bogato,Personalidade Histórica
Rua Aldino da Silva Coimbra Gessi,Personalidade Histórica
Rua 113B,Rua sem nome
Rua Caribe,Coisa
Rua Nelson Marchezan,Personalidade Histórica
Rua Vista do Sol,Personalidade Histórica
Rua dos Cravos,Personalidade Histórica
Rua Sorte Oliveira,Personalidade Histórica
Rua Denise Ossuna,Personalidade Histórica
Rua Maria Madalena,Personalidade Histórica
Rua Barbosa Lima Sobrinho,Personalidade Histórica
Rua Euclides Palva,Personalidade Histórica
Rua Ricardo Barbosa de Oliveira,Personalidade Histórica
Rua Inocêncio Alves Vidal,Personalidade Histórica
Rua Antenor Oliveira da Silva,Personalidade Histórica
Rua Henrique C. dos Santos,Figura Religiosa
Rua José Doraci da Silva Naiba,Personalidade Histórica
Rua Augusto Ferreira Vidal,Personalidade Histórica
Rua Bernardino Machado de M. Filho,Personalidade Histórica
Travessa Aurélio Porto,Personalidade Histórica
Viela São Braz,Figura Religiosa
Viela Santa Bárbara,Figura Religiosa
Rua dos Louros,Personalidade Histórica
Rua do Ipê Branco,Nome de Cidade/UF
Praça Antõnio Guerra,Personalidade Histórica
Rua Vinte e Oito de Outubro,Rua sem nome
Avenida Dorival Cândido Luz de Oliveira,Personalidade Histórica
Rua Gaúcha,Coisa
Avenida do Passito,Personalidade Histórica
Largo do Trabalho,Personalidade Histórica
Rua do Chorão,Personalidade Histórica
Rua do Coqueiro,Personalidade Histórica
Rua do Piquete,Personalidade Histórica
Beco 4 Figueiras,Rua sem nome
Rua 1235,Rua sem nome
Rua 637,Rua sem nome
Rua André Klein Ferreira,Personalidade Histórica
Rua Carlos Heitor Lorenz Bossle,Personalidade Histórica
Beco do Aperto,Rua sem nome
Rua Salso,Coisa
Rua Pinguim,Coisa
Travessa Comendador Batista,Personalidade Histórica
Servidão,Coisa
Rua Ary Burger,Personalidade Histórica
Rua Doutor Edgar Diefenthaeler,Profissão
Rua José Albano Volkmer,Personalidade Histórica
Avenida Palmeira das Missões,Personalidade Histórica
Rua Figueira Centenária,Personalidade Histórica
Rua André Foster,Personalidade Histórica
Rua Padre Bernardo Neri,Figura Religiosa
Rua Silvino Perius,Personalidade Histórica
Rua Carlos Mutoni,Personalidade Histórica
Rua Zâmbia,Coisa
Rua África do Sul,Personalidade Histórica
Travessa do Bosque,Personalidade Histórica
Rua Coqueiros,Coisa
Rua Manoel Borba Gato,Personalidade Histórica
Rua Garça Branca,Personalidade Histórica
Rua 1011,Rua sem nome
Rua Cardeais,Coisa
Rua Canários,Coisa
Rua 1012,Rua sem nome
Rua Aracua,Coisa
Rua H1,Rua sem nome
Rua 27C,Rua sem nome
Rua 28B,Rua sem nome
Rua 28C,Rua sem nome
Rua 29C,Rua sem nome
Rua 29B,Rua sem nome
Rua 30C,Rua sem nome
Rua 30B,Rua sem nome
Rua 42A,Rua sem nome
Rua Freijó,Figura Religiosa
Beco O,Rua sem nome
Rua Meleiros,Coisa
Beco do Dirceu,Rua sem nome
Quadra C,Coisa
Fechamento da Relação no Início,Personalidade Histórica
Rua Xangrilá,Coisa
Rua Três Passos,Nome de Cidade/UF
Rua do Comércio,Personalidade Histórica
Avenida Emancipação,Coisa
Rua Flor do Conde,Personalidade Histórica
Rua Doutor Milton Guimaraes Guerreiro,Profissão
Rua Ofredy Strenge Torgo,Personalidade Histórica
Rua Jacareí,Coisa
Rua Men de Sá,Personalidade Histórica
Rua Artur Jochins,Personalidade Histórica
Rua João Pedro Pacheco da Cunha,Personalidade Histórica
Avenida 2122,Rua sem nome
Passagem de Nível Mendes Ribeiro Filho,Personalidade Histórica
Rua Coronel Irani Flôres de Siqueira,Exército
Rua Vereador Viton de Araujo,Personalidade Histórica
Rua Euchares Soares da Silva,Personalidade Histórica
Rua Selma Teresinha da Rocha Scheimer,Personalidade Histórica
Rua Laci Osório,Nome de Cidade/UF
Rua Arnaldo Bernardi,Personalidade Histórica
Rua Selso Maffessoni,Personalidade Histórica
Rua Romana,Coisa
Rua Jair de Moura Calixto,Personalidade Histórica
Beco do Bento,Rua sem nome
Rua Domingos Manoel Mincarone,Personalidade Histórica
Rua Ivo Estêvão Luft,Personalidade Histórica
Estrada Barro Vermelho,Personalidade Histórica
Rua Leopoldo Pereira,Personalidade Histórica
Rua Rincão das Flores,Personalidade Histórica
Rua dos Belos Girassois,Personalidade Histórica
Rua das Belas Violetas,Personalidade Histórica
Rua Serapião Ferreira dos Santos,Figura Religiosa
Rua Padre Léo,Figura Religiosa
Rua Dona Luiza Silveira Dias,Personalidade Histórica
Travessa Zeferino Dias,Personalidade Histórica
Rua José Barcelos Garcia,Personalidade Histórica
Rua Antônio Pedro Baldasso,Personalidade Histórica
Rua Gabriel Marcarello,Personalidade Histórica
Rua Manoel Silveira da Rosa,Personalidade Histórica
Rua Rubi,Coisa
Rua da Palmeira,Personalidade Histórica
Rua Sargento Walmor Silveira,Personalidade Histórica
Rua Cezimbra Jacques,Personalidade Histórica
Rua Antônio José da Silva Filho,Personalidade Histórica
Acesso Midea Carrier Portaria 2,Rua sem nome
Rua Osmar Rodrigues da Silva,Personalidade Histórica
Rua Theodoro da Fonseca,Personalidade Histórica
Rua Doutor Martinho Lutero,Profissão
Rua Pedro Álvares Cabral,Personalidade Histórica
Rua Doutor Breno Roberto Cassel,Profissão
Rua Ênio Costa Gil,Personalidade Histórica
Rua das Perdizes,Personalidade Histórica
Rua das Pérobas,Personalidade Histórica
Rua dos Guatambus,Personalidade Histórica
Rua dos Alecrins,Personalidade Histórica
Rua Pedro José Zanetti,Personalidade Histórica
Rua Senador Darcy Ribeiro,Personalidade Histórica
Rua 3 de Março,Feriado
Rua Vó Maria Jaci,Personalidade Histórica
Rua da Zezinha,Personalidade Histórica
Rua Ernesto Che Guevara,Personalidade Histórica
Rua Elizete Lara Miranda,Personalidade Histórica
Galeria São Luiz,Figura Religiosa
Rua 76B,Rua sem nome
Rua 74A,Rua sem nome
Rua 98,Rua sem nome
Rua 93A,Rua sem nome
Rua 101B,Rua sem nome
Rua 100C,Rua sem nome
Rua 100B,Rua sem nome
Rua 99A,Rua sem nome
Rua 122B,Rua sem nome
Rua 116B,Rua sem nome
Rua 122C,Rua sem nome
Rua 116C,Rua sem nome
Rua 121B,Rua sem nome
Rua 121C,Rua sem nome
Rua 117C,Rua sem nome
Rua 117B,Rua sem nome
Rua 120B,Rua sem nome
Rua 118B,Rua sem nome
Rua das Borboletas,Personalidade Histórica
Rua das Abelhas,Personalidade Histórica
Rua dos Colibris,Personalidade Histórica
Rua das Cigarras,Personalidade Histórica
Rua das Libélulas,Personalidade Histórica
Rua José Alves de Oliveira,Personalidade Histórica
Rua José Danilo Menezes,Personalidade Histórica
Rua Éster Rigo,Personalidade Histórica
Rua Honório Lemes,Personalidade Histórica
Avenida Rosa Cruz,Personalidade Histórica
Rua Chimango,Coisa
Rua 3727,Rua sem nome
Rua Pedro Moreira Lobato,Personalidade Histórica
Passagem 5,Coisa
Passagem 7,Coisa
Largo João Amorim de Albuquerque,Personalidade Histórica
Acesso Divina Providência,Rua sem nome
Saida Outro Totoh,Personalidade Histórica
Rua Casca Alpina,Nome de Cidade/UF
Beco Z,Rua sem nome
Rua Morano Calabro,Personalidade Histórica
Rua Doutor Arthur Mickelberg,Profissão
Rua Iracema Mendes de Souza,Personalidade Histórica
Rua Brigadeiro Leonardo Teixeira Collares,Exército
Rua Delfina Fusquini Siranni,Personalidade Histórica
Rua João Pedro Buneder,Personalidade Histórica
Rua Professor Rubens Guelli,Profissão
Rua Itacurubi,Nome de Cidade/UF
Rua Henrique Arlindo Casali,Personalidade Histórica
Rua Breno Rosa,Personalidade Histórica
Rua João Corrêa Almeida,Personalidade Histórica
Rua Coronel PM Romeu Rofrigues da Cruz,Exército
Rua Vicenzo Gallicchio,Personalidade Histórica
Rua Frei Albino Aresi,Figura Religiosa
Rua Carlos José Michelon,Personalidade Histórica
Rua Félix Vieira,Personalidade Histórica
Rua Elyseu Paglioli,Personalidade Histórica
Rua Affonso Fortis,Personalidade Histórica
Rua Camargo Corrêa,Nome de Cidade/UF
Rua Girolando Moresco,Personalidade Histórica
Rua Julieta Abbud,Personalidade Histórica
Rua Eva Pinto,Personalidade Histórica
Rua Jani Pasin,Personalidade Histórica
Rua João Costi,Personalidade Histórica
Rua Ernani Behs,Personalidade Histórica
Rua Lélis Léo Garcia Espartei,Personalidade Histórica
Rua Bernardo Profes,Personalidade Histórica
Rua Samuel Weinstein,Personalidade Histórica
Rua Michael Mota Selig,Personalidade Histórica
Rua Leocádio de Almeida Antunes,Personalidade Histórica
Rua Doutor Rubens Maciel,Profissão
Rua Antônio João Bianchini,Personalidade Histórica
Galeria 7 de Setembro,Feriado
Beco Império,Rua sem nome
Diretriz 5120,Coisa
Rua Manoel Zacarias Pacheco,Personalidade Histórica
Rua 6363,Rua sem nome
Rua 6364,Rua sem nome
Rua André Correa Dutra,Personalidade Histórica
Rua Mário Sobroza,Personalidade Histórica
Beco Pedro Rodrigues Bittencourt,Rua sem nome
Rua 5065,Rua sem nome
Rua Monteverde,Coisa
Rua Caroba,Coisa
Rua Mogno,Coisa
Rua Mergulhão,Coisa
Rua Porto Feliz,Nome de Cidade/UF
Rua Garça-Moura,Personalidade Histórica
Rua Maguari,Coisa
Rua 1043,Rua sem nome
Rua Ximango,Coisa
Rua Perdigão,Coisa
Rua Estrelinha,Coisa
Rua Ema,Coisa
Rua Harpia,Coisa
Praça 1053,Coisa
Rua Saíra-Azul,Personalidade Histórica
Rua Fragata,Coisa
Via 2,Rua sem nome
Via 1,Rua sem nome
Beco Eldorado,Rua sem nome
Beco Madeireira,Rua sem nome
Rua Boa Querência,Personalidade Histórica
Rua Conde do Bonfim,Personalidade Histórica
Rua Magnólia,Coisa
Rua Odylla Ramos Chika,Personalidade Histórica
Rua 1 Vila Jardim do Verde,Rua sem nome
Rua Martim Aranha Filho,Personalidade Histórica
Rua do Girassol,Personalidade Histórica
Rua 2952,Rua sem nome
Rua Domingas Mullet Rodrigues,Personalidade Histórica
Rua Nossa Senhora Conquistadora,Personalidade Histórica
Rua 3160,Rua sem nome
Rua 3159,Rua sem nome
Acesso Vale das Pedras,Rua sem nome
Rua 3151,Rua sem nome
Rua Oibercy Cardoso Bernardes,Personalidade Histórica
Rua 2 Vila Jardim do Verde,Rua sem nome
Rua Maria Wilma Medeiros Martins,Personalidade Histórica
Rua 3152,Rua sem nome
Rua Novo Mexico,Personalidade Histórica
Rua 3154,Rua sem nome
Beco 153,Rua sem nome
Rua 3149,Rua sem nome
Rua 11 Vila Jardim do Verde,Rua sem nome
Rua Júlio Viegas,Personalidade Histórica
Rua 2950,Rua sem nome
Rua 12 Vila Jardim do Verde,Rua sem nome
Rua Jamelao,Coisa
Rua 3150,Rua sem nome
Rua 7 Vila Jardim do Verde,Rua sem nome
Rua 5 Vila Jardim do Verde,Rua sem nome
Rua 9 Vila Jardim do Verde,Rua sem nome
Rua 3155,Rua sem nome
Rua Terezinha Leal Oliveira,Personalidade Histórica
Rua 3 Vila Jardim do Verde,Rua sem nome
Rua Vencedor,Coisa
Rua 27 de Dezembro,Feriado
Rua 8 Vila Jardim do Verde,Rua sem nome
Rua da Ocupação,Personalidade Histórica
Rua 4 Vila Jardim do Verde,Rua sem nome
Rua Pedro Nelo Antunes,Personalidade Histórica
Rua 2941,Rua sem nome
Rua da Pointe,Personalidade Histórica
Rua Gleci Lopes de Oliveira,Personalidade Histórica
Rua Seis de Novembro,Rua sem nome
Rua Beirba Mato,Personalidade Histórica
Rua Darcy Reis Nunes,Personalidade Histórica
Rua Sargento Witt,Personalidade Histórica
Beco AB,Rua sem nome
Rua Real,Coisa
Jacob Schaan Filho,Personalidade Histórica
Lacy Ribeiro de Almeida,Personalidade Histórica
Arthur Madureira Haushahn,Personalidade Histórica
Grade (Passagem pedestres com chave),Personalidade Histórica
Rua Doutor Derly Monteiro,Profissão
Travessa Alegria,Nome de Cidade/UF
Praça Nossa Senhora do Livramento,Personalidade Histórica
Píer BarraShoppingSul,Coisa
Avenida Arroio dos Padres,Figura Religiosa
Rua Benoni Brizolla,Personalidade Histórica
Beco Palmeira das Missões,Rua sem nome
Rua Erva-Mate,Personalidade Histórica
Rua Cachoeira do Sul,Personalidade Histórica
Rua Alba Garcia de Oliveira,Personalidade Histórica
Rua Dom Cláudio José Gonçalves Ponce de Leon,Personalidade Histórica
Rua Professor Abílio Azambuja,Profissão
Rua Tanaui da Silva Boeira,Personalidade Histórica
Viela 8 Vila do IAPI,Rua sem nome
Rua Rudi Schaly,Personalidade Histórica
Avenida Bernardino Silveira de Amorim,Personalidade Histórica
Passagem Um,Coisa
Avenida Alberto Bins,Personalidade Histórica
Avenida Padre Tomé,Figura Religiosa
Rua Narga Rodrigues de Castro,Personalidade Histórica
Rua Madri,Coisa
Rua Alberto S. Oliveira,Personalidade Histórica
Rua Amabílio de Souza Feijó,Personalidade Histórica
